STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
UTTAR PRADESH,RAMPUR KARKHANA,GIRIJESH ALIAS GUDDU SHAHI,INDEPENDENT,41814
UTTAR PRADESH,RAMPUR KARKHANA,RAJEEV KUMAR SINGH,BAHUJAN SAMAJ PARTY,22610
UTTAR PRADESH,RAMPUR KARKHANA,ANAND PRAKASH,COMMUNIST PARTY OF INDIA,2454
UTTAR PRADESH,RAMPUR KARKHANA,GIRIJESH YADAV,INDEPENDENT,1718
UTTAR PRADESH,RAMPUR KARKHANA,SHIVAJI,RASHTRIYA LOK DAL,1411
UTTAR PRADESH,RAMPUR KARKHANA,DAROGA YADAV,INDEPENDENT,1224
UTTAR PRADESH,RAMPUR KARKHANA,SHAMBHU SHARAN KUSHWAHA,JAN ADHIKAR PARTY,824
UTTAR PRADESH,RAMPUR KARKHANA,SAROJ PANDEY,REPUBLICAN PARTY OF INDIA (A),816
UTTAR PRADESH,RAMPUR KARKHANA,ANAND PRAKASH SHAHI,SARV SAMBHAAV PARTY,746
UTTAR PRADESH,RAMPUR KARKHANA,SANJAY KUSHWAHA,NATIONALIST CONGRESS PARTY,532
UTTAR PRADESH,RAMPUR KARKHANA,NATTHU YADAV,BAHUJAN MUKTI PARTY,411
UTTAR PRADESH,RAMPUR KARKHANA,NONE OF THE ABOVE,NONE OF THE ABOVE,2032
UTTAR PRADESH,PATHARDEVA,SURYA PRATAP SHAHI,BHARATIYA JANATA PARTY,99812
UTTAR PRADESH,PATHARDEVA,SHAKIR ALI,SAMAJWADI PARTY,56815
UTTAR PRADESH,PATHARDEVA,NEERAJ,BAHUJAN SAMAJ PARTY,22790
UTTAR PRADESH,PATHARDEVA,HARUN ALI,PEACE PARTY,4139
UTTAR PRADESH,PATHARDEVA,ZAINUL ABEDIN,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,1820
UTTAR PRADESH,PATHARDEVA,GUDDU,INDEPENDENT,1053
UTTAR PRADESH,PATHARDEVA,RANJIT,RASHTRIYA LOK DAL,1002
UTTAR PRADESH,PATHARDEVA,RAMBADAN SINGH,INDEPENDENT,567
UTTAR PRADESH,PATHARDEVA,PRADEEP,BHARTIYA SHAKTI CHETNA PARTY,455
UTTAR PRADESH,PATHARDEVA,DURGA SINGH PATEL,APNA DAL UNITED PARTY,442
UTTAR PRADESH,PATHARDEVA,SANJAY SRIVASTAVA,BHARTIYA SARVJAN PARTY,398
UTTAR PRADESH,PATHARDEVA,RAMA ISHVAR KURMI,BHARTIYA JANTA DAL (INTEGRATED),365
UTTAR PRADESH,PATHARDEVA,SURAJAN,BAHUJAN MUKTI PARTY,272
UTTAR PRADESH,PATHARDEVA,SHANKER LAL,BHARATIYA JAN SABHA,234
UTTAR PRADESH,PATHARDEVA,NONE OF THE ABOVE,NONE OF THE ABOVE,1450
UTTAR PRADESH,DEORIA,JANMEJAI SINGH,BHARATIYA JANATA PARTY,88030
UTTAR PRADESH,DEORIA,J.P. JAISWAL,SAMAJWADI PARTY,41794
UTTAR PRADESH,DEORIA,ABHAY NATH TRIPATHI,BAHUJAN SAMAJ PARTY,29218
UTTAR PRADESH,DEORIA,VIJAY PRATAP YADAV,PEACE PARTY,12696
UTTAR PRADESH,DEORIA,RAKESH KUMAR PATHAK,COMMUNIST PARTY OF INDIA,1791
UTTAR PRADESH,DEORIA,BAKRIDAN,INDEPENDENT,1737
UTTAR PRADESH,DEORIA,NITYANAND PANDEY,INDEPENDENT,1448
UTTAR PRADESH,DEORIA,MANNU TIWARI,INDEPENDENT,952
UTTAR PRADESH,DEORIA,KRISHNA,RASHTRIYA LOK DAL,820
UTTAR PRADESH,DEORIA,RAJU CHAUHAN,MODERATE PARTY,657
UTTAR PRADESH,DEORIA,NARENDRA MANI TRIPATHI,LOK DAL,610
UTTAR PRADESH,DEORIA,VIJAY JUAATHA,INDEPENDENT,599
UTTAR PRADESH,DEORIA,PUSHPENDRA VERMA,JAN ADHIKAR PARTY,557
UTTAR PRADESH,DEORIA,SANJAY KUMAR VISWAKARMA,MAHAKRANTI DAL,523
UTTAR PRADESH,DEORIA,UDAI BHAN NISHAD,BHARTIYA SARVJAN PARTY,417
UTTAR PRADESH,DEORIA,NONE OF THE ABOVE,NONE OF THE ABOVE,1440
UTTAR PRADESH,RUDRAPUR,JAI PRAKASH NISHAD,BHARATIYA JANATA PARTY,77754
UTTAR PRADESH,RUDRAPUR,AKHILESH PRATAP SINGH,INDIAN NATIONAL CONGRESS,50965
UTTAR PRADESH,RUDRAPUR,CHANDRIKA NISHAD,BAHUJAN SAMAJ PARTY,23081
UTTAR PRADESH,RUDRAPUR,KAUSHAL PANDEY,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,2591
UTTAR PRADESH,RUDRAPUR,VEER SEN SINGH YADAV,INDEPENDENT,1856
UTTAR PRADESH,RUDRAPUR,AWADH NARAYAN,MANUVADI PARTY,1431
UTTAR PRADESH,RUDRAPUR,SABBIR AHAMAD,INDEPENDENT,1328
UTTAR PRADESH,RUDRAPUR,PRABHA SHANKAR TRIPATHI,INDEPENDENT,732
UTTAR PRADESH,RUDRAPUR,RAMPRAVESH ALIAS PAHALWAN SADHU YADAV,ADARSH VYAWASTHA PARTY,709
UTTAR PRADESH,RUDRAPUR,SHESHNATH,JAN ADHIKAR PARTY,459
UTTAR PRADESH,RUDRAPUR,RAMBRICHH RAO,BHARTIYA SARVJAN PARTY,453
UTTAR PRADESH,RUDRAPUR,KUMARI KUNJAWATI,BHARATIYA SWAJIVI NAGRIK PARTY,433
UTTAR PRADESH,RUDRAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,2561
UTTAR PRADESH,RAMKOLA,RAMANAND BAUDH,SUHELDEV BHARTIYA SAMAJ PARTY,102782
UTTAR PRADESH,RAMKOLA,PURNMASI DEHATI,SAMAJWADI PARTY,47053
UTTAR PRADESH,RAMKOLA,VIJAY KUMAR,BAHUJAN SAMAJ PARTY,28471
UTTAR PRADESH,RAMKOLA,BUDDHA UPASAK KASHYAP,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,6602
UTTAR PRADESH,RAMKOLA,MAHENDRA PRASAD,INDEPENDENT,1868
UTTAR PRADESH,RAMKOLA,CHANDARIKA,RASHTRIYA LOK DAL,1528
UTTAR PRADESH,RAMKOLA,MADANLAL ALIAS BAGGHA BHAI,UTTAR PRADESH REPUBLICAN PARTY,1466
UTTAR PRADESH,RAMKOLA,RAMMURAT PASWAN,INDEPENDENT,1355
UTTAR PRADESH,RAMKOLA,SITARAM MORYA,BAHUJAN MUKTI PARTY,1207
UTTAR PRADESH,RAMKOLA,MRITYUNJAI KUMAR,INDEPENDENT,927
UTTAR PRADESH,RAMKOLA,CHHEDI,BHARTIYA SARVJAN PARTY,860
UTTAR PRADESH,RAMKOLA,NONE OF THE ABOVE,NONE OF THE ABOVE,3144
UTTAR PRADESH,HATA,PAWAN KUMAR,BHARATIYA JANATA PARTY,103864
UTTAR PRADESH,HATA,RADHESHYAM SINGH,SAMAJWADI PARTY,50788
UTTAR PRADESH,HATA,VIRENDRA,BAHUJAN SAMAJ PARTY,42651
UTTAR PRADESH,HATA,AJAY RAV,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,2366
UTTAR PRADESH,HATA,SHAILENDRA PRATAP SINGH ALIAS HIMALAY,INDEPENDENT,1432
UTTAR PRADESH,HATA,ANIL,RASHTRIYA LOK DAL,1328
UTTAR PRADESH,HATA,RANAPRATAP,BHARTIYA SHAKTI CHETNA PARTY,1180
UTTAR PRADESH,HATA,MAHENDRA,INDEPENDENT,827
UTTAR PRADESH,HATA,VRIJEMOHAN,SHIVSENA,800
UTTAR PRADESH,HATA,MAMATA SINGH,SATYA KRANTI PARTY,465
UTTAR PRADESH,HATA,ARTI,APNA DAL UNITED PARTY,340
UTTAR PRADESH,HATA,JAMASED AALAM BEG,RASHTRIYA JANADHAR PARTY,283
UTTAR PRADESH,HATA,NONE OF THE ABOVE,NONE OF THE ABOVE,1933
UTTAR PRADESH,KUSHINAGAR,RAJNIKANT MANI TRIPATHI,BHARATIYA JANATA PARTY,97132
UTTAR PRADESH,KUSHINAGAR,RAJESH PRATAP RAV ALIAS BANTI BHAIYA,BAHUJAN SAMAJ PARTY,49029
UTTAR PRADESH,KUSHINAGAR,BRAHMASHANKAR TRIPATHI,SAMAJWADI PARTY,46369
UTTAR PRADESH,KUSHINAGAR,ZAKIR ALI,NATIONALIST CONGRESS PARTY,1764
UTTAR PRADESH,KUSHINAGAR,SATVANT YADAV,PEACE PARTY,1726
UTTAR PRADESH,KUSHINAGAR,VIDAYA SAGAR SINGH,BHARTIYA SHAKTI CHETNA PARTY,1358
UTTAR PRADESH,KUSHINAGAR,SUDHAKAR PANDEY,INDEPENDENT,1085
UTTAR PRADESH,KUSHINAGAR,RADHIKA DEVI,INDEPENDENT,1011
UTTAR PRADESH,KUSHINAGAR,AMBRISH KUMAR SRIVASTAV,INDEPENDENT,964
UTTAR PRADESH,KUSHINAGAR,MANISH KUMAR GUPTA,JAN ADHIKAR PARTY,903
UTTAR PRADESH,KUSHINAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,2208
UTTAR PRADESH,FAZILNAGAR,GANGA,BHARATIYA JANATA PARTY,102778
UTTAR PRADESH,FAZILNAGAR,VISHWNATH,SAMAJWADI PARTY,60856
UTTAR PRADESH,FAZILNAGAR,JAGDISH SINGH,BAHUJAN SAMAJ PARTY,34250
UTTAR PRADESH,FAZILNAGAR,MOHAN,COMMUNIST PARTY OF INDIA,2581
UTTAR PRADESH,FAZILNAGAR,AZIMULLAH ALIAS GUDDU,PEACE PARTY,2210
UTTAR PRADESH,FAZILNAGAR,SUNIL ALIAS MANOJ SINGH,INDEPENDENT,1966
UTTAR PRADESH,FAZILNAGAR,BIRJA,INDEPENDENT,1050
UTTAR PRADESH,FAZILNAGAR,RAJMANGAL YADAV,BAHUJAN MUKTI PARTY,1002
UTTAR PRADESH,FAZILNAGAR,SAHARUN NISA,INDEPENDENT,893
UTTAR PRADESH,FAZILNAGAR,JAWAHAR LAL YADAV,RASHTRIYA LOK DAL,817
UTTAR PRADESH,FAZILNAGAR,RAJKUMAR,INDEPENDENT,808
UTTAR PRADESH,FAZILNAGAR,SAROJ AHAMAD,NATIONALIST CONGRESS PARTY,735
UTTAR PRADESH,FAZILNAGAR,NANDLAL GUPT VIDROHI,INDEPENDENT,584
UTTAR PRADESH,FAZILNAGAR,ARCHANA PANDEY,INDEPENDENT,550
UTTAR PRADESH,FAZILNAGAR,VINOD,BHARTIYA SARVODAYA PARTY,518
UTTAR PRADESH,FAZILNAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,2811
UTTAR PRADESH,TAMKUHI RAJ,AJAY KUMAR LALLU,INDIAN NATIONAL CONGRESS,61211
UTTAR PRADESH,TAMKUHI RAJ,JAGADISH MISHRA ALIAS BALTI BABA,BHARATIYA JANATA PARTY,43097
UTTAR PRADESH,TAMKUHI RAJ,BIJAY RAI,BAHUJAN SAMAJ PARTY,41685
UTTAR PRADESH,TAMKUHI RAJ,DR.P.K.RAI,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,29759
UTTAR PRADESH,TAMKUHI RAJ,NANDKISHOR MISHRA,INDEPENDENT,23423
UTTAR PRADESH,TAMKUHI RAJ,SHRIKANT MISHRA,INDEPENDENT,3210
UTTAR PRADESH,TAMKUHI RAJ,VISHNU PRABHAKAR,INDEPENDENT,2858
UTTAR PRADESH,TAMKUHI RAJ,RANJAN RAI NIRALA,BHARTIYA SARVODAYA PARTY,1891
UTTAR PRADESH,TAMKUHI RAJ,MUNIR AHAMAD,NATIONALIST CONGRESS PARTY,1094
UTTAR PRADESH,TAMKUHI RAJ,CHANDAN SINGH,INDEPENDENT,945
UTTAR PRADESH,TAMKUHI RAJ,VINOD KUMAR BHARTI,BAHUJAN MUKTI PARTY,674
UTTAR PRADESH,TAMKUHI RAJ,SUBHASH,LOK DAL,661
UTTAR PRADESH,TAMKUHI RAJ,NURUL HODA,RASHTRIYA JANADHAR PARTY,604
UTTAR PRADESH,TAMKUHI RAJ,SWAMINATH,RASHTRIYA LOK DAL,492
UTTAR PRADESH,TAMKUHI RAJ,KESHAV PAL,POORVANCHAL PEOPLE'S PARTY,379
UTTAR PRADESH,TAMKUHI RAJ,NONE OF THE ABOVE,NONE OF THE ABOVE,3305
UTTAR PRADESH,PADRAUNA,SWAMI PRASAD MAURYA,BHARATIYA JANATA PARTY,93649
UTTAR PRADESH,PADRAUNA,JAVED IQBAL,BAHUJAN SAMAJ PARTY,53097
UTTAR PRADESH,PADRAUNA,SHIVKUMARI DEVI,INDIAN NATIONAL CONGRESS,41162
UTTAR PRADESH,PADRAUNA,RAJENDRA ALIAS MUNNA YADAV,PEACE PARTY,8329
UTTAR PRADESH,PADRAUNA,RAJESH PRASAD SAINI,INDEPENDENT,2196
UTTAR PRADESH,PADRAUNA,AJAY KUMAR ALIYAS PAPPU PANDEY,INDEPENDENT,1677
UTTAR PRADESH,PADRAUNA,RAMPRATAP,INDEPENDENT,1594
UTTAR PRADESH,PADRAUNA,DR. PARSHURAM MISHRA,INDEPENDENT,1588
UTTAR PRADESH,PADRAUNA,RAMESH,BAHUJAN MUKTI PARTY,1471
UTTAR PRADESH,PADRAUNA,KANHAIYA PANDEY,RASHTRIYA LOK DAL,1224
UTTAR PRADESH,PADRAUNA,VIJAY KUMAR CHAURASIYA,INDEPENDENT,954
UTTAR PRADESH,PADRAUNA,KANHAIYA SHARMA,INDEPENDENT,939
UTTAR PRADESH,PADRAUNA,RAJU SINGH PATEL,INDEPENDENT,752
UTTAR PRADESH,PADRAUNA,ARVIND,INDEPENDENT,452
UTTAR PRADESH,PADRAUNA,NONE OF THE ABOVE,NONE OF THE ABOVE,1658
UTTAR PRADESH,KHADDA,JATASHANKER TRIPATHI,BHARATIYA JANATA PARTY,82537
UTTAR PRADESH,KHADDA,VIJAY PRATAP KUSHWAHA,BAHUJAN SAMAJ PARTY,44040
UTTAR PRADESH,KHADDA,VIJENDRA PAL YADAV,SAMAJWADI PARTY,34982
UTTAR PRADESH,KHADDA,NISAR AHMAD,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,8903
UTTAR PRADESH,KHADDA,KISHOR KUMAR,PEACE PARTY,7126
UTTAR PRADESH,KHADDA,AJAY GOVIND RAO,SHIVSENA,4721
UTTAR PRADESH,KHADDA,RAJKUMAR TULSYAN,INDEPENDENT,2120
UTTAR PRADESH,KHADDA,DHANANJAY,RASHTRIYA LOK DAL,1934
UTTAR PRADESH,KHADDA,VIJAI YADAV,INDEPENDENT,1549
UTTAR PRADESH,KHADDA,HASINA,INDEPENDENT,1412
UTTAR PRADESH,KHADDA,VIJAY KUSHWAHA,INDEPENDENT,1371
UTTAR PRADESH,KHADDA,CHHOTELAL,INDEPENDENT,821
UTTAR PRADESH,KHADDA,LACHHAN PRASAD PRAJAPATI,JAY HIND JAY BHARAT PARTY,590
UTTAR PRADESH,KHADDA,RAJANISH KUSHWAHA,INDEPENDENT,573
UTTAR PRADESH,KHADDA,RAMDHANI,JAN ADHIKAR PARTY,509
UTTAR PRADESH,KHADDA,NONE OF THE ABOVE,NONE OF THE ABOVE,2140
UTTAR PRADESH,CHILLUPAR,VINAY SHANKAR TIWARI,BAHUJAN SAMAJ PARTY,78177
UTTAR PRADESH,CHILLUPAR,RAJESH TRIPATHI,BHARATIYA JANATA PARTY,74818
UTTAR PRADESH,CHILLUPAR,RAM BHUAL NISHAD,SAMAJWADI PARTY,55422
UTTAR PRADESH,CHILLUPAR,YOGESH MANI TIWARI,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,3241
UTTAR PRADESH,CHILLUPAR,POONAM GUPTA,INDEPENDENT,1418
UTTAR PRADESH,CHILLUPAR,GANESH SHANKAR SINGH SAINTHWAR,BAHUJAN MUKTI PARTY,1276
UTTAR PRADESH,CHILLUPAR,RADHESHYAM,JAN ADHIKAR PARTY,1228
UTTAR PRADESH,CHILLUPAR,SONIYA SHUKLA,INDEPENDENT,1122
UTTAR PRADESH,CHILLUPAR,SINDH VIJAY YADAV,INDEPENDENT,1103
UTTAR PRADESH,CHILLUPAR,NONE OF THE ABOVE,NONE OF THE ABOVE,2512
UTTAR PRADESH,BANSGAON,VIMLESH PASWAN,BHARATIYA JANATA PARTY,71966
UTTAR PRADESH,BANSGAON,DHARMENDRA KUMAR,BAHUJAN SAMAJ PARTY,49093
UTTAR PRADESH,BANSGAON,SHARADA DEVI,SAMAJWADI PARTY,44051
UTTAR PRADESH,BANSGAON,NANDLAL,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,7892
UTTAR PRADESH,BANSGAON,RAMDHARI,INDEPENDENT,1496
UTTAR PRADESH,BANSGAON,PUSHPA DEVI,BAHUJAN MUKTI PARTY,798
UTTAR PRADESH,BANSGAON,RAM SINGH,JAN ADHIKAR PARTY,742
UTTAR PRADESH,BANSGAON,SAVITRI,HAMARI APNI PARTY,637
UTTAR PRADESH,BANSGAON,NONE OF THE ABOVE,NONE OF THE ABOVE,2143
UTTAR PRADESH,CHAURI-CHAURA,SANGEETA YADAV,BHARATIYA JANATA PARTY,87863
UTTAR PRADESH,CHAURI-CHAURA,MANUROJAN YADAV,SAMAJWADI PARTY,42203
UTTAR PRADESH,CHAURI-CHAURA,JAI PRAKASH,BAHUJAN SAMAJ PARTY,37478
UTTAR PRADESH,CHAURI-CHAURA,ISHVAR CHAND,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,13048
UTTAR PRADESH,CHAURI-CHAURA,DUDHNATH KEWAT,NATIONALIST CONGRESS PARTY,2045
UTTAR PRADESH,CHAURI-CHAURA,AMAR SINGH PASWAN,BAHUJAN MUKTI PARTY,1340
UTTAR PRADESH,CHAURI-CHAURA,RAKESH,INDEPENDENT,1268
UTTAR PRADESH,CHAURI-CHAURA,FAKHRUDDIN ALI,INDEPENDENT,882
UTTAR PRADESH,CHAURI-CHAURA,ADYA,RASHTRIYA LOK DAL,846
UTTAR PRADESH,CHAURI-CHAURA,BHOLA PRASAD,GONDVANA GANTANTRA PARTY,831
UTTAR PRADESH,CHAURI-CHAURA,SURESH,INDEPENDENT,757
UTTAR PRADESH,CHAURI-CHAURA,SARVADANAND,MANUVADI PARTY,627
UTTAR PRADESH,CHAURI-CHAURA,DAYA SHANKAR NISHAD,RASHTRIYA MAHAN GANTANTRA PARTY,611
UTTAR PRADESH,CHAURI-CHAURA,VIRENDRA TIWARI,SHIVSENA,556
UTTAR PRADESH,CHAURI-CHAURA,VIRENDRA VIKRAM SINGH,INDEPENDENT,539
UTTAR PRADESH,CHAURI-CHAURA,AMIT DUBEY URF CHANDAN,INDEPENDENT,449
UTTAR PRADESH,CHAURI-CHAURA,RAMKISHUN,LOK DAL,390
UTTAR PRADESH,CHAURI-CHAURA,RAJAN YADAV URF ARTHI BABA,INDEPENDENT,383
UTTAR PRADESH,CHAURI-CHAURA,BAIJNATH VERMA,BHARTIYA SARVJAN PARTY,259
UTTAR PRADESH,CHAURI-CHAURA,SURBJIT,INDEPENDENT,199
UTTAR PRADESH,CHAURI-CHAURA,NONE OF THE ABOVE,NONE OF THE ABOVE,1150
UTTAR PRADESH,KHAJANI,SANT PRASAD,BHARATIYA JANATA PARTY,71492
UTTAR PRADESH,KHAJANI,RAJKUMAR,BAHUJAN SAMAJ PARTY,51413
UTTAR PRADESH,KHAJANI,RUPAWATI BELDAR,SAMAJWADI PARTY,42085
UTTAR PRADESH,KHAJANI,VIDYA SAGAR,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,11289
UTTAR PRADESH,KHAJANI,COMMANDO KAMAL KISHOR,INDIAN NATIONAL CONGRESS,4653
UTTAR PRADESH,KHAJANI,SHYAM CHARAN,INDEPENDENT,1175
UTTAR PRADESH,KHAJANI,RAJESH,AMBEDKAR SAMAJ PARTY,1112
UTTAR PRADESH,KHAJANI,VIRENDRA KUMAR,BAHUJAN MUKTI PARTY,935
UTTAR PRADESH,KHAJANI,RAM CHANDRA,JAN ADHIKAR PARTY,781
UTTAR PRADESH,KHAJANI,KALI CHARAN BELDAR,INDEPENDENT,778
UTTAR PRADESH,KHAJANI,NONE OF THE ABOVE,NONE OF THE ABOVE,2085
UTTAR PRADESH,SAHAJANWA,SHEETAL PANDEY,BHARATIYA JANATA PARTY,72213
UTTAR PRADESH,SAHAJANWA,YASPAL SINGH RAWAT,SAMAJWADI PARTY,56836
UTTAR PRADESH,SAHAJANWA,DEVNARAYAN SINGH URF G.M. SINGH,BAHUJAN SAMAJ PARTY,54143
UTTAR PRADESH,SAHAJANWA,SHIVAJI SINGH,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,15780
UTTAR PRADESH,SAHAJANWA,ASHA NISHAD,SHOSHIT SAMAJ DAL,2024
UTTAR PRADESH,SAHAJANWA,INDRESH SINGH YADAV,INDEPENDENT,1648
UTTAR PRADESH,SAHAJANWA,PRINCE KUMAR SINGH,INDEPENDENT,1261
UTTAR PRADESH,SAHAJANWA,AMIT RAM TRIPATHI,NATIONALIST CONGRESS PARTY,1162
UTTAR PRADESH,SAHAJANWA,ARVIND KUMAR RAI ( ADVOCATE),INDEPENDENT,1049
UTTAR PRADESH,SAHAJANWA,RAMESH CHANDRA,VIKAS PARTY,600
UTTAR PRADESH,SAHAJANWA,RAJESH KUMAR,BAHUJAN MUKTI PARTY,553
UTTAR PRADESH,SAHAJANWA,KESRI,BHARTIYA SARVODAYA PARTY,391
UTTAR PRADESH,SAHAJANWA,NONE OF THE ABOVE,NONE OF THE ABOVE,1723
UTTAR PRADESH,GORAKHPUR RURAL,BIPIN SINGH,BHARATIYA JANATA PARTY,83686
UTTAR PRADESH,GORAKHPUR RURAL,VIJAY BAHADUR YADAV,SAMAJWADI PARTY,79276
UTTAR PRADESH,GORAKHPUR RURAL,SANJAY KUMAR,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,34901
UTTAR PRADESH,GORAKHPUR RURAL,RAJESH PANDEY,BAHUJAN SAMAJ PARTY,30097
UTTAR PRADESH,GORAKHPUR RURAL,ADIL AKHTAR,COMMUNIST PARTY OF INDIA,1539
UTTAR PRADESH,GORAKHPUR RURAL,KAUSHILYA DEVI,APNA DAL UNITED PARTY,1006
UTTAR PRADESH,GORAKHPUR RURAL,MALTI DEVI,INDEPENDENT,936
UTTAR PRADESH,GORAKHPUR RURAL,BINAY KUMAR PANDEY,SARVODAYA BHARAT PARTY,797
UTTAR PRADESH,GORAKHPUR RURAL,SANTOSH KUMAR GUPTA,INDEPENDENT,652
UTTAR PRADESH,GORAKHPUR RURAL,VAKIL KUMAR NISHAD,BAHUJAN MUKTI PARTY,540
UTTAR PRADESH,GORAKHPUR RURAL,ISHRAWATI,NATIONALIST CONGRESS PARTY,465
UTTAR PRADESH,GORAKHPUR RURAL,GULAB CHANDRA YADAV,RASHTRIYA LOK DAL,434
UTTAR PRADESH,GORAKHPUR RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1634
UTTAR PRADESH,GORAKHPUR URBAN,DR. RADHA MOHAN DAS AGRAWAL,BHARATIYA JANATA PARTY,122221
UTTAR PRADESH,GORAKHPUR URBAN,RANA RAHUL SINGH,INDIAN NATIONAL CONGRESS,61491
UTTAR PRADESH,GORAKHPUR URBAN,JANARDAN CHOUDHARI,BAHUJAN SAMAJ PARTY,24297
UTTAR PRADESH,GORAKHPUR URBAN,ARUN KUMAR SHRIVASTAVA,PEACE PARTY,2252
UTTAR PRADESH,GORAKHPUR URBAN,VINOD KUMAR RAI,RASHTRIYA LOK DAL,946
UTTAR PRADESH,GORAKHPUR URBAN,PRABAL PRATAP SHAHI,INDEPENDENT,851
UTTAR PRADESH,GORAKHPUR URBAN,ANIL,INDEPENDENT,705
UTTAR PRADESH,GORAKHPUR URBAN,MOHAN DAS AGRAWAL,INDEPENDENT,620
UTTAR PRADESH,GORAKHPUR URBAN,SATYA PRAKASH,INDEPENDENT,606
UTTAR PRADESH,GORAKHPUR URBAN,VINDU DEVI,INDEPENDENT,469
UTTAR PRADESH,GORAKHPUR URBAN,SHAILESH KUMAR,INDEPENDENT,393
UTTAR PRADESH,GORAKHPUR URBAN,NANDA SINGH,SATYA KRANTI PARTY,385
UTTAR PRADESH,GORAKHPUR URBAN,MOHIT JAYSAWAL,INDEPENDENT,343
UTTAR PRADESH,GORAKHPUR URBAN,AJAY PANDEY,SARVODAYA BHARAT PARTY,334
UTTAR PRADESH,GORAKHPUR URBAN,VINOD KUMAR BHARTIYA,BAHUJAN MUKTI PARTY,305
UTTAR PRADESH,GORAKHPUR URBAN,MINA TRIPATHI,BHARTIYA SHAKTI CHETNA PARTY,291
UTTAR PRADESH,GORAKHPUR URBAN,ARUN KUMAR,INDEPENDENT,280
UTTAR PRADESH,GORAKHPUR URBAN,AMRENDRA,GONDVANA GANTANTRA PARTY,269
UTTAR PRADESH,GORAKHPUR URBAN,KISHAN CHAND,INDEPENDENT,232
UTTAR PRADESH,GORAKHPUR URBAN,RAM DAVAN MAURYA,JAN ADHIKAR PARTY,205
UTTAR PRADESH,GORAKHPUR URBAN,SHATRUGHAN KUMAR,INDEPENDENT,182
UTTAR PRADESH,GORAKHPUR URBAN,SESHNATH PANDEY,RASHTRIYA JANADHAR PARTY,172
UTTAR PRADESH,GORAKHPUR URBAN,VINAY KUMAR PANDEY,INDEPENDENT,143
UTTAR PRADESH,GORAKHPUR URBAN,NONE OF THE ABOVE,NONE OF THE ABOVE,839
UTTAR PRADESH,PIPRAICH,MAHENDRA PAL SINGH,BHARATIYA JANATA PARTY,82739
UTTAR PRADESH,PIPRAICH,AFATAB ALAM URF GUDDU BHAIYA,BAHUJAN SAMAJ PARTY,69930
UTTAR PRADESH,PIPRAICH,AMRENDRA NISHAD,SAMAJWADI PARTY,51031
UTTAR PRADESH,PIPRAICH,ANITA JAISWAL,INDEPENDENT,31073
UTTAR PRADESH,PIPRAICH,BHPUENDRA,INDEPENDENT,1177
UTTAR PRADESH,PIPRAICH,SURJEET,BHARTIYA SHAKTI CHETNA PARTY,1144
UTTAR PRADESH,PIPRAICH,NAUMI NATH,JAN ADHIKAR PARTY,1080
UTTAR PRADESH,PIPRAICH,KANHAI,INDEPENDENT,1022
UTTAR PRADESH,PIPRAICH,ABHIMANYU,INDEPENDENT,970
UTTAR PRADESH,PIPRAICH,BAHADUR NISHAD,BAHUJAN MUKTI PARTY,953
UTTAR PRADESH,PIPRAICH,ANUPAMA ARYA,RASHTRIYA LOK DAL,676
UTTAR PRADESH,PIPRAICH,SANGEETA DEVI,INDEPENDENT,605
UTTAR PRADESH,PIPRAICH,ANIL,NATIONALIST CONGRESS PARTY,544
UTTAR PRADESH,PIPRAICH,SHIVDATT,LOK DAL,437
UTTAR PRADESH,PIPRAICH,SATYENDRA,SAMAJWADI JAN PARISHAD,366
UTTAR PRADESH,PIPRAICH,BHARAT SINGH,RASHTRIYA JANADHAR PARTY,310
UTTAR PRADESH,PIPRAICH,KAMLESH SAHANI,INDEPENDENT,305
UTTAR PRADESH,PIPRAICH,RADHESHYAM SEHRA,INDEPENDENT,246
UTTAR PRADESH,PIPRAICH,RAM SAJEEVAN,INDEPENDENT,203
UTTAR PRADESH,PIPRAICH,NONE OF THE ABOVE,NONE OF THE ABOVE,1204
UTTAR PRADESH,CAIMPIYARGANJ,FATEH BAHADUR,BHARATIYA JANATA PARTY,91636
UTTAR PRADESH,CAIMPIYARGANJ,CHINTA YADAV,INDIAN NATIONAL CONGRESS,58782
UTTAR PRADESH,CAIMPIYARGANJ,ANAND NISHAD,BAHUJAN SAMAJ PARTY,39243
